"3250,""Dantestraße"",""6"",""69115"",""Heidelberg"",""Deutschland"",""POINT (8.691065122373402 49.40040229726583)"""
"1115,""Winzerstraße"",""2"",""69126"",""Heidelberg"",""Deutschland"",""POINT (8.693776038475335 49.378669378347695)"""
"1116,""Jahnstraße"",""24"",""69120"",""Heidelberg"",""Deutschland"",""POINT (8.6798546 49.4133037)"""
"1117,""Heidelberger Straße"",""62"",""69126"",""Heidelberg"",""Deutschland"",""POINT (8.692168273963034 49.37965521402657)"""
"3251,""Gerbodoweg"",""31"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.643748422153294 49.42207641620189)"""
"1118,""Kleinschmidtstraße"",""33"",""69115"",""Heidelberg"",""Deutschland"",""POINT (8.6873907 49.4010651)"""
"3252,""Rohrbacher Straße"",""99"",""69115"",""Heidelberg"",""Deutschland"",""POINT (8.69060039985925 49.39939639996737)"""
"1119,""Sitzbuchweg"",""58"",""69118"",""Heidelberg"",""Deutschland"",""POINT (8.750850083306432 49.43353892676532)"""
"3253,""Hermann-Löns-Weg"",""30"",""69118"",""Heidelberg"",""Deutschland"",""POINT (8.753103218972683 49.41528480593115)"""
"1120,""Zollhofgarten"",""6"",""69115"",""Heidelberg"",""Deutschland"",""POINT (8.6704478 49.4016005)"""
"3254,""Schillerstraße"",""45"",""69115"",""Heidelberg"",""Deutschland"",""POINT (8.688380897045135 49.3995308438316)"""
"1121,""Kleinschmidtstraße"",""7"",""69115"",""Heidelberg"",""Deutschland"",""POINT (8.687310601584613 49.40487633552402)"""
"3255,""Heinrich-Fuchs-Straße"",""2"",""69126"",""Heidelberg"",""Deutschland"",""POINT (8.686874344944954 49.38022402301431)"""
"1122,""Christian-Bitter-Straße"",""34"",""69126"",""Heidelberg"",""Deutschland"",""POINT (8.6895163 49.3724529)"""
"3256,""Ilvesheimer Weg"",""3"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.6445227349177 49.43095390126109)"""
"1123,""Fürstendamm"",""3"",""69118"",""Heidelberg"",""Deutschland"",""POINT (8.749214249663055 49.42775325011462)"""
"3257,""Zaunkönigweg"",""5"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.644286449998617 49.4014294501394)"""
"1124,""Trübnerstraße"",""61"",""69121"",""Heidelberg"",""Deutschland"",""POINT (8.678783349692822 49.43280360009521)"""
"3258,""Bergstraße"",""30"",""69120"",""Heidelberg"",""Deutschland"",""POINT (8.693588089197874 49.41603502351791)"""
"1125,""Langgarten"",""28"",""69124"",""Heidelberg"",""Deutschland"",""POINT (8.67455557640642 49.38307167682797)"""
"3259,""Gaisbergstraße"",""62"",""69115"",""Heidelberg"",""Deutschland"",""POINT (8.69205558579415 49.40130004752427)"""
"1126,""Plöck"",""16"",""69117"",""Heidelberg"",""Deutschland"",""POINT (8.697013 49.4087585)"""
"3260,""Mühltalstraße"",""139"",""69121"",""Heidelberg"",""Deutschland"",""POINT (8.702487950213253 49.43203684967011)"""
"1127,""Philosophenweg"",""1"",""69120"",""Heidelberg"",""Deutschland"",""POINT (8.69457299914211 49.41509861499071)"""
"3261,""Hausackerweg"",""28"",""69118"",""Heidelberg"",""Deutschland"",""POINT (8.730827417224646 49.416648203507066)"""
"1128,""Eppelheimer Straße"",""78"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.6460753 49.4041101)"""
"3262,""Im Neuenheimer Feld"",""134"",""69120"",""Heidelberg"",""Deutschland"",""POINT (8.667445224709809 49.41268238890916)"""
"1129,""Görresstraße"",""35"",""69126"",""Heidelberg"",""Deutschland"",""POINT (8.691963726654649 49.391676624305546)"""
"3263,""Viernheimer Weg"",""53"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.64284316636622 49.43086764961481)"""
"1130,""Klappergasse"",""18"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.649984350427985 49.427271850407124)"""
"3264,""Kleine Mantelgasse"",""2"",""69117"",""Heidelberg"",""Deutschland"",""POINT (8.706499449908733 49.41304887551814)"""
"1131,""Werderstraße"",""23"",""69120"",""Heidelberg"",""Deutschland"",""POINT (8.687702873721719 49.4150151507929)"""
"3265,""Mühltalstraße"",""95"",""69121"",""Heidelberg"",""Deutschland"",""POINT (8.693623044528067 49.430972615256906)"""
"1132,""Im Heimgarten"",""6"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.649988199584186 49.395883600227535)"""
"3266,""Rahmengasse"",""9"",""69120"",""Heidelberg"",""Deutschland"",""POINT (8.691483600996435 49.4150430187583)"""
"1133,""Sandwingert"",""15"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.64663890004158 49.4182086000219)"""
"3267,""Am Aukopf"",""3"",""69118"",""Heidelberg"",""Deutschland"",""POINT (8.757447274401784 49.414811943657696)"""
"1134,""Kuckucksweg"",""21"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.64891760982573 49.40165021736175)"""
"3268,""Richard-Wagner-Straße"",""5"",""69121"",""Heidelberg"",""Deutschland"",""POINT (8.686978612095118 49.42420621775091)"""
"1135,""Brückenstraße"",""9"",""69120"",""Heidelberg"",""Deutschland"",""POINT (8.69200281612575 49.4140804503113)"""
"3269,""Wiesenweg"",""2"",""69121"",""Heidelberg"",""Deutschland"",""POINT (8.679130697622895 49.43139328900725)"""
"3270,""Blütenweg"",""2"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.644751778803766 49.396605897694826)"""
"1136,""Pleikartsförster Straße"",""22"",""69124"",""Heidelberg"",""Deutschland"",""POINT (8.665000399574637 49.37906865030527)"""
"3271,""Christian-Bitter-Straße"",""23"",""69126"",""Heidelberg"",""Deutschland"",""POINT (8.690492450259626 49.3730038497597)"""
"3272,""Schützenstraße"",""41"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.644280701875687 49.39931711740792)"""
"1137,""Kranichweg"",""35"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.643037368543446 49.39630875829607)"""
"3273,""Albert-Fritz-Straße"",""47"",""69124"",""Heidelberg"",""Deutschland"",""POINT (8.67081199772656 49.382889152504504)"""
"1138,""Landhausstraße"",""2"",""69115"",""Heidelberg"",""Deutschland"",""POINT (8.688865372911096 49.405294745229185)"""
"3274,""Im Buschgewann"",""47"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.645455163903534 49.39711854699999)"""
"1139,""Wieblinger Weg"",""25"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.657698828727007 49.40914066135883)"""
"3275,""Steinhofweg"",""79"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.647238049656153 49.39415044989437)"""
"1140,""Uferstraße"",""17"",""69120"",""Heidelberg"",""Deutschland"",""POINT (8.685664643533528 49.41254298388958)"""
"3276,""Untere Straße"",""2"",""69117"",""Heidelberg"",""Deutschland"",""POINT (8.7066784 49.4120578)"""
"1141,""Im Beind"",""15"",""69126"",""Heidelberg"",""Deutschland"",""POINT (8.692601749673486 49.37523515056819)"""
"3277,""Schmitthennerstraße"",""16"",""69124"",""Heidelberg"",""Deutschland"",""POINT (8.665241923183203 49.381190694868565)"""
"1142,""Stiftweg"",""40"",""69118"",""Heidelberg"",""Deutschland"",""POINT (8.74328249040991 49.42516177799553)"""
"3278,""Oberer Rainweg"",""48"",""69118"",""Heidelberg"",""Deutschland"",""POINT (8.745668546296656 49.42512631602585)"""
"1143,""Heinrich-Fuchs-Straße"",""61"",""69126"",""Heidelberg"",""Deutschland"",""POINT (8.681010850705206 49.379369132220745)"""
"3279,""Rohrbacher Straße"",""10"",""69115"",""Heidelberg"",""Deutschland"",""POINT (8.6926007 49.4065832)"""
"1144,""Zechnerweg"",""14"",""69118"",""Heidelberg"",""Deutschland"",""POINT (8.761644300073385 49.41410315036774)"""
"3280,""Schützenstraße"",""31"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.646257891319692 49.39957509934902)"""
"1145,""Vangerowstraße"",""103"",""69115"",""Heidelberg"",""Deutschland"",""POINT (8.666399992071092 49.40952929574996)"""
"3281,""Görresstraße"",""11"",""69126"",""Heidelberg"",""Deutschland"",""POINT (8.691684050485492 49.393695999868214)"""
"1146,""Häuselgasse"",""25"",""69124"",""Heidelberg"",""Deutschland"",""POINT (8.665358000434935 49.38155199959874)"""
"3282,""Köpfelweg"",""9"",""69118"",""Heidelberg"",""Deutschland"",""POINT (8.751334650442004 49.42293315008283)"""
"1147,""Friedhofweg"",""33"",""69118"",""Heidelberg"",""Deutschland"",""POINT (8.759301821701229 49.42109329625964)"""
"3283,""Erwin-Rohde-Straße"",""18"",""69120"",""Heidelberg"",""Deutschland"",""POINT (8.689017599448562 49.418923649936914)"""
"1148,""Dreikönigstraße"",""2"",""69117"",""Heidelberg"",""Deutschland"",""POINT (8.7075682 49.4131789)"""
"3284,""Heuauer Weg"",""40"",""69124"",""Heidelberg"",""Deutschland"",""POINT (8.660933 49.376242)"""
"1149,""Glockenzehnten"",""10"",""69124"",""Heidelberg"",""Deutschland"",""POINT (8.66035972442478 49.379634152166545)"""
"3285,""Königstuhl"",""15"",""69117"",""Heidelberg"",""Deutschland"",""POINT (8.72356287855655 49.39737899042666)"""
"1150,""Hedwiggasse"",""4"",""69124"",""Heidelberg"",""Deutschland"",""POINT (8.674088007770479 49.378103107213974)"""
"3286,""Lauerstraße"",""12"",""69117"",""Heidelberg"",""Deutschland"",""POINT (8.706876257434487 49.41312174964696)"""
"1151,""Eisenlohrstraße"",""3"",""69115"",""Heidelberg"",""Deutschland"",""POINT (8.686779991723597 49.39981584716588)"""
"3287,""Neuenheimer Landstraße"",""8"",""69120"",""Heidelberg"",""Deutschland"",""POINT (8.707219576463103 49.41524773836136)"""
"1152,""Panoramastraße"",""56"",""69126"",""Heidelberg"",""Deutschland"",""POINT (8.692427742294967 49.38747162465006)"""
"3288,""Berolfweg"",""33"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.644108736887574 49.42132691666484)"""
"1153,""Am Markt"",""6"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.646794599480927 49.40286575071514)"""
"1154,""Bergheimer Straße"",""108"",""69115"",""Heidelberg"",""Deutschland"",""POINT (8.67583286575973 49.408558814786375)"""
"3289,""Bothestraße"",""41"",""69126"",""Heidelberg"",""Deutschland"",""POINT (8.701028937473893 49.36683724448085)"""
"1155,""Erbprinzenstraße"",""6"",""69126"",""Heidelberg"",""Deutschland"",""POINT (8.683607111684978 49.379093976691365)"""
"3290,""Hirtenaue"",""38"",""69118"",""Heidelberg"",""Deutschland"",""POINT (8.758483922109008 49.4242183919996)"""
"1156,""Handschuhsheimer Landstraße"",""84"",""69121"",""Heidelberg"",""Deutschland"",""POINT (8.689145281910896 49.42558869533241)"""
"3291,""Blütenweg"",""4"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.645158549770713 49.39661525003612)"""
"1157,""Klingenweg"",""3"",""69118"",""Heidelberg"",""Deutschland"",""POINT (8.762962800450623 49.42178708780557)"""
"3292,""Von-der-Tann-Straße"",""80"",""69126"",""Heidelberg"",""Deutschland"",""POINT (8.6923196 49.3806901)"""
"1158,""Kleinschmidtstraße"",""12"",""69115"",""Heidelberg"",""Deutschland"",""POINT (8.6869052 49.404528)"""
"3293,""Mannheimer Straße"",""12"",""69115"",""Heidelberg"",""Deutschland"",""POINT (8.586094002239406 49.3678825115785)"""
"1159,""Bothestraße"",""82"",""69126"",""Heidelberg"",""Deutschland"",""POINT (8.699990900233388 49.366512949578464)"""
"3294,""Im Dörning"",""33"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.641276119276881 49.39378987811506)"""
"1160,""Von-der-Tann-Straße"",""3"",""69126"",""Heidelberg"",""Deutschland"",""POINT (8.692091999575496 49.38650289922953)"""
"3295,""Jägerpfad"",""9"",""69118"",""Heidelberg"",""Deutschland"",""POINT (8.74789803288877 49.41353670042008)"""
"1161,""Elsenzweg"",""4"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.656947919167578 49.41016464214772)"""
"3296,""Alstater Straße"",""13"",""69124"",""Heidelberg"",""Deutschland"",""POINT (8.665952649898827 49.38047625031322)"""
"1162,""Marktplatz"",""5"",""69117"",""Heidelberg"",""Deutschland"",""POINT (8.71035179309547 49.4124180842191)"""
"3297,""Obere Neckarstraße"",""21"",""69117"",""Heidelberg"",""Deutschland"",""POINT (8.712072126567364 49.41352122463286)"""
"1163,""Hagellachstraße"",""13"",""69124"",""Heidelberg"",""Deutschland"",""POINT (8.67272815387696 49.377452747896314)"""
"3298,""Max-Joseph-Straße"",""40"",""69126"",""Heidelberg"",""Deutschland"",""POINT (8.68296835012734 49.37861065007746)"""
"1164,""Mannheimer Straße"",""204"",""69123"",""Heidelberg"",""Deutschland"",""POINT (8.651481644250453 49.420964729972184)"""
"3299,""Liegnitzer Straße"",""13"",""69124"",""Heidelberg"",""Deutschland"",""POINT (8.664871499873698 49.385343049652874)"""
